species	protein	family	evidence	orthogroup
Pararge_aegeria	Pararge_aegeria_7420	PAS_2	Pfam:PF13426:37-133:cov=0.571	OG0002626
Pararge_aegeria	Pararge_aegeria_7440	SULT	Pfam:PF00685:62-336:cov=0.797	OG0000084
Pararge_aegeria	Pararge_aegeria_7540	SOD_CuZn	Pfam:PF00080:106-241:cov=0.555	OG0006913
Pararge_aegeria	Pararge_aegeria_7541	SOD_CuZn	Pfam:PF00080:102-237:cov=0.564	OG0006913
Pararge_aegeria	Pararge_aegeria_7547	SOD_CuZn	Pfam:PF00080:107-239:cov=0.482	OG0001345
Pararge_aegeria	Pararge_aegeria_7551	SOD_CuZn	Pfam:PF00080:41-173:cov=0.756	OG0001345
Pararge_aegeria	Pararge_aegeria_7575	SULT	Pfam:PF00685:101-368:cov=0.717	OG0011855
Pararge_aegeria	Pararge_aegeria_7582	SULT	Pfam:PF00685:101-203:cov=0.464	OG0011855
Pararge_aegeria	Pararge_aegeria_7703	SULT	Pfam:PF00685:64-328:cov=0.791	OG0011855
Pararge_aegeria	Pararge_aegeria_7747	CYP	Pfam:PF00067:28-532:cov=0.935	OG0003887
Pararge_aegeria	Pararge_aegeria_7773	SULT	Pfam:PF00685:4-101:cov=0.961	OG0000084
Pararge_aegeria	Pararge_aegeria_7821	CYP	Pfam:PF00067:39-484:cov=0.903	OG0007273
Pararge_aegeria	Pararge_aegeria_7890	UGT	Pfam:PF00201:81-382:cov=0.772	OG0009915
Pararge_aegeria	Pararge_aegeria_794	Nuclear_receptor_LBD	Pfam:PF00104:126-310:cov=0.554	OG0009593
Pararge_aegeria	Pararge_aegeria_7954	CYP	Pfam:PF00067:53-515:cov=0.857	OG0008790
Pararge_aegeria	Pararge_aegeria_7964	SULT	Pfam:PF00685:63-326:cov=0.793	OG0011855
Pararge_aegeria	Pararge_aegeria_8205	UGT	Pfam:PF00201:53-439:cov=0.822	OG0010107
Pararge_aegeria	Pararge_aegeria_8206	UGT	Pfam:PF00201:50-517:cov=0.852	OG0010107
Pararge_aegeria	Pararge_aegeria_8207	UGT	Pfam:PF00201:20-112:cov=0.823	OG0010107
Pararge_aegeria	Pararge_aegeria_8269	Keap1_BTB	Pfam:PF00651:25-136:cov=0.354	OG0000567
Pararge_aegeria	Pararge_aegeria_8282	SULT	Pfam:PF00685:1-81:cov=0.920	OG0000084
Pararge_aegeria	Pararge_aegeria_8307	SULT	Pfam:PF00685:134-383:cov=0.625	OG0005589
Pararge_aegeria	Pararge_aegeria_8642	CCE	Pfam:PF00135:11-414:cov=0.894	OG0000244
Pararge_aegeria	Pararge_aegeria_8659	CCE	Pfam:PF00135:3-474:cov=0.973	OG0000244
Pararge_aegeria	Pararge_aegeria_8877	CCE	Pfam:PF00135:23-544:cov=0.941	OG0000244
Pararge_aegeria	Pararge_aegeria_8878	CCE	Pfam:PF00135:20-498:cov=0.962	OG0000244
Pararge_aegeria	Pararge_aegeria_8880	CCE	Pfam:PF00135:16-537:cov=0.953	OG0000244
Pararge_aegeria	Pararge_aegeria_896	CCE	Pfam:PF00135:25-536:cov=0.914	OG0010058
Pararge_aegeria	Pararge_aegeria_898	CCE	Pfam:PF00135:31-271:cov=0.817	OG0010058
Pararge_aegeria	Pararge_aegeria_8980	ABC_TMD	Pfam:PF00664:22-308:cov=0.478	OG0003822
Pararge_aegeria	Pararge_aegeria_8982	Keap1_BTB	Pfam:PF00651:20-116:cov=0.383	OG0008713
Pararge_aegeria	Pararge_aegeria_903	CCE	Pfam:PF00135:296-530:cov=0.395;Pfam:PF00135:36-290:cov=0.429	OG0010926
Pararge_aegeria	Pararge_aegeria_9040	Catalase	Pfam:PF00199:3-71:cov=0.885	
Pararge_aegeria	Pararge_aegeria_9182	CCE	Pfam:PF00135:20-473:cov=0.903	OG0000308
Pararge_aegeria	Pararge_aegeria_9183	CCE	Pfam:PF00135:9-405:cov=0.941	OG0000308
Pararge_aegeria	Pararge_aegeria_9256	CYP	Pfam:PF00067:34-487:cov=0.892	OG0000057
Pararge_aegeria	Pararge_aegeria_9259	CYP	Pfam:PF00067:33-454:cov=0.796	OG0000057
Pararge_aegeria	Pararge_aegeria_9267	CCE	Pfam:PF00135:29-547:cov=0.920	OG0000308
Pararge_aegeria	Pararge_aegeria_9270	CCE	Pfam:PF00135:29-79:cov=0.630	OG0014669
Pararge_aegeria	Pararge_aegeria_9271	CCE	Pfam:PF00135:19-537:cov=0.937	OG0000308
Pararge_aegeria	Pararge_aegeria_9272	CCE	Pfam:PF00135:526-991:cov=0.470;Pfam:PF00135:53-491:cov=0.443	OG0000308
Pararge_aegeria	Pararge_aegeria_9274	CCE	Pfam:PF00135:32-546:cov=0.918	OG0000308
Pararge_aegeria	Pararge_aegeria_9275	CCE	Pfam:PF00135:76-590:cov=0.851	OG0000308
Pararge_aegeria	Pararge_aegeria_9359	CYP	Pfam:PF00067:75-537:cov=0.817	OG0000045
Pararge_aegeria	Pararge_aegeria_9478	CYP	Pfam:PF00067:48-487:cov=0.854	OG0002395
Pararge_aegeria	Pararge_aegeria_9480	CYP	Pfam:PF00067:236-642:cov=0.607	OG0002395
Pararge_aegeria	Pararge_aegeria_9536	CCE	Pfam:PF00135:29-537:cov=0.925	OG0002437
Pararge_aegeria	Pararge_aegeria_9566	GST_N	Pfam:PF02798:1-77:cov=0.362	OG0000180
Pararge_aegeria	Pararge_aegeria_9615	Keap1_BTB	Pfam:PF00651:24-126:cov=0.406	OG0002885
Phlogophora_meticulosa	Phlogophora_meticulosa_10045	CYP	Pfam:PF00067:58-505:cov=0.847	OG0006950
Phlogophora_meticulosa	Phlogophora_meticulosa_10085	CYP	Pfam:PF00067:48-494:cov=0.868	OG0008247
Phlogophora_meticulosa	Phlogophora_meticulosa_10167	CCE	Pfam:PF00135:22-539:cov=0.922	OG0002257
Phlogophora_meticulosa	Phlogophora_meticulosa_1031	CYP	Pfam:PF00067:36-474:cov=0.890	OG0000507
Phlogophora_meticulosa	Phlogophora_meticulosa_10368	Catalase	Pfam:PF00199:45-371:cov=0.881	OG0000338
Phlogophora_meticulosa	Phlogophora_meticulosa_10393	CCE	Pfam:PF00135:20-487:cov=0.936	OG0002437
Phlogophora_meticulosa	Phlogophora_meticulosa_1043	CYP	Pfam:PF00067:34-516:cov=0.908	OG0000044
Phlogophora_meticulosa	Phlogophora_meticulosa_1051	CYP	Pfam:PF00067:37-447:cov=0.882	OG0000044
Phlogophora_meticulosa	Phlogophora_meticulosa_1052	CYP	Pfam:PF00067:310-510:cov=0.380;Pfam:PF00067:34-302:cov=0.509	OG0000044
Phlogophora_meticulosa	Phlogophora_meticulosa_10531	ABC_TMD	Pfam:PF00664:141-427:cov=0.383	OG0003822
Phlogophora_meticulosa	Phlogophora_meticulosa_1055	SULT	Pfam:PF00685:19-284:cov=0.887	OG0008776
Phlogophora_meticulosa	Phlogophora_meticulosa_10645	CCE	Pfam:PF00135:22-514:cov=0.906	OG0002437
Phlogophora_meticulosa	Phlogophora_meticulosa_10679	CYP	Pfam:PF00067:62-431:cov=0.833	OG0000013
Phlogophora_meticulosa	Phlogophora_meticulosa_10680	CYP	Pfam:PF00067:51-414:cov=0.852	OG0000013
Phlogophora_meticulosa	Phlogophora_meticulosa_10681	CYP	Pfam:PF00067:96-478:cov=0.780	OG0000013
Phlogophora_meticulosa	Phlogophora_meticulosa_10719	CYP	Pfam:PF00067:49-418:cov=0.833	OG0000013
Phlogophora_meticulosa	Phlogophora_meticulosa_10739	Peroxiredoxin	Pfam:PF00578:36-167:cov=0.581	OG0008718
Phlogophora_meticulosa	Phlogophora_meticulosa_10747	CYP	Pfam:PF00067:28-455:cov=0.879	OG0000013
Phlogophora_meticulosa	Phlogophora_meticulosa_10748	CYP	Pfam:PF00067:28-454:cov=0.879	OG0000013
Phlogophora_meticulosa	Phlogophora_meticulosa_10772	CYP	Pfam:PF00067:29-471:cov=0.902	OG0000013
Phlogophora_meticulosa	Phlogophora_meticulosa_10830	CYP	Pfam:PF00067:10-444:cov=0.940	OG0000013
Phlogophora_meticulosa	Phlogophora_meticulosa_10851	CYP	Pfam:PF00067:31-459:cov=0.881	OG0000013
Phlogophora_meticulosa	Phlogophora_meticulosa_10852	CYP	Pfam:PF00067:20-450:cov=0.902	OG0000013
Phlogophora_meticulosa	Phlogophora_meticulosa_10905	SULT	Pfam:PF00685:4-117:cov=0.934	OG0006690
Phlogophora_meticulosa	Phlogophora_meticulosa_10906	SULT	Pfam:PF00685:58-326:cov=0.813	OG0006690
Phlogophora_meticulosa	Phlogophora_meticulosa_10907	SULT	Pfam:PF00685:39-295:cov=0.796	OG0006690
Phlogophora_meticulosa	Phlogophora_meticulosa_10911	CYP	Pfam:PF00067:31-464:cov=0.882	OG0000013
Phlogophora_meticulosa	Phlogophora_meticulosa_10921	CYP	Pfam:PF00067:29-463:cov=0.886	OG0000013
Phlogophora_meticulosa	Phlogophora_meticulosa_10973	CYP	Pfam:PF00067:34-367:cov=0.879	OG0003042
Phlogophora_meticulosa	Phlogophora_meticulosa_10974	CYP	Pfam:PF00067:37-475:cov=0.890	OG0003042
Phlogophora_meticulosa	Phlogophora_meticulosa_10975	CYP	Pfam:PF00067:34-472:cov=0.892	OG0003042
Phlogophora_meticulosa	Phlogophora_meticulosa_11081	SOD_CuZn	Pfam:PF00080:9-142:cov=0.766	OG0002102
Phlogophora_meticulosa	Phlogophora_meticulosa_11182	UGT	Pfam:PF00201:112-506:cov=0.755	OG0000608
Phlogophora_meticulosa	Phlogophora_meticulosa_11220	CYP	Pfam:PF00067:82-513:cov=0.799	OG0002920
Phlogophora_meticulosa	Phlogophora_meticulosa_11221	CYP	Pfam:PF00067:82-501:cov=0.794	OG0002920
Phlogophora_meticulosa	Phlogophora_meticulosa_11222	CYP	Pfam:PF00067:53-479:cov=0.842	OG0002920
Phlogophora_meticulosa	Phlogophora_meticulosa_11226	bHLH	Pfam:PF00010:36-87:cov=0.371	OG0004639
Phlogophora_meticulosa	Phlogophora_meticulosa_11293	CYP	Pfam:PF00067:123-574:cov=0.775	OG0002349
Phlogophora_meticulosa	Phlogophora_meticulosa_11294	CYP	Pfam:PF00067:50-504:cov=0.887	OG0002349
Phlogophora_meticulosa	Phlogophora_meticulosa_11365	CCE	Pfam:PF00135:22-531:cov=0.912	OG0001608
Phlogophora_meticulosa	Phlogophora_meticulosa_11373	UGT	Pfam:PF00201:112-506:cov=0.755	OG0000608
Phlogophora_meticulosa	Phlogophora_meticulosa_11374	UGT	Pfam:PF00201:159-552:cov=0.697	OG0000608
Phlogophora_meticulosa	Phlogophora_meticulosa_11402	UGT	Pfam:PF00201:30-288:cov=0.863	OG0000608
Phlogophora_meticulosa	Phlogophora_meticulosa_11403	UGT	Pfam:PF00201:36-415:cov=0.874	OG0000608
Phlogophora_meticulosa	Phlogophora_meticulosa_1141	SULT	Pfam:PF00685:60-318:cov=0.792	OG0005480
Phlogophora_meticulosa	Phlogophora_meticulosa_1142	SULT	Pfam:PF00685:1-95:cov=0.540	OG0018824
Phlogophora_meticulosa	Phlogophora_meticulosa_1167	SULT	Pfam:PF00685:87-328:cov=0.701	OG0006272
Phlogophora_meticulosa	Phlogophora_meticulosa_11685	UGT	Pfam:PF00201:31-497:cov=0.907	OG0000005
Phlogophora_meticulosa	Phlogophora_meticulosa_11702	CYP	Pfam:PF00067:174-411:cov=0.568	OG0002354
Phlogophora_meticulosa	Phlogophora_meticulosa_11703	CYP	Pfam:PF00067:30-502:cov=0.927	OG0002354
Phlogophora_meticulosa	Phlogophora_meticulosa_11704	Peroxiredoxin	Pfam:PF00578:55-187:cov=0.538	OG0009263
Phlogophora_meticulosa	Phlogophora_meticulosa_1175	CYP	Pfam:PF00067:34-302:cov=0.509;Pfam:PF00067:310-510:cov=0.380	OG0000044
Phlogophora_meticulosa	Phlogophora_meticulosa_1176	CYP	Pfam:PF00067:34-515:cov=0.908	OG0000044
Phlogophora_meticulosa	Phlogophora_meticulosa_11775	UGT	Pfam:PF00201:30-509:cov=0.920	OG0000005
Phlogophora_meticulosa	Phlogophora_meticulosa_11776	UGT	Pfam:PF00201:32-508:cov=0.898	OG0000005
Phlogophora_meticulosa	Phlogophora_meticulosa_11797	EH	Pfam:PF00561:43-342:cov=0.809	OG0009489
Phlogophora_meticulosa	Phlogophora_meticulosa_11798	EH	Pfam:PF00561:74-373:cov=0.746	OG0009489
Phlogophora_meticulosa	Phlogophora_meticulosa_11799	EH	Pfam:PF00561:37-339:cov=0.826	OG0009489
Phlogophora_meticulosa	Phlogophora_meticulosa_11814	UGT	Pfam:PF00201:84-489:cov=0.807	OG0000005
Phlogophora_meticulosa	Phlogophora_meticulosa_11824	UGT	Pfam:PF00201:40-317:cov=0.842	OG0000005
Phlogophora_meticulosa	Phlogophora_meticulosa_11882	Keap1_BTB	Pfam:PF00651:22-112:cov=0.399	OG0004383
Phlogophora_meticulosa	Phlogophora_meticulosa_11892	CCE	Pfam:PF00135:9-530:cov=0.944	OG0002257
Phlogophora_meticulosa	Phlogophora_meticulosa_11905	CCE	Pfam:PF00135:55-593:cov=0.845	OG0004660
Phlogophora_meticulosa	Phlogophora_meticulosa_1193	CYP	Pfam:PF00067:36-512:cov=0.898	OG0000044
Phlogophora_meticulosa	Phlogophora_meticulosa_11997	UGT	Pfam:PF00201:7-317:cov=0.942	OG0000005
Phlogophora_meticulosa	Phlogophora_meticulosa_1202	FMO	Pfam:PF00743:226-382:cov=0.364;Pfam:PF00743:3-220:cov=0.506	OG0002649
Phlogophora_meticulosa	Phlogophora_meticulosa_12048	CYP	Pfam:PF00067:64-482:cov=0.823	OG0000676
Phlogophora_meticulosa	Phlogophora_meticulosa_12190	Keap1_BTB	Pfam:PF00651:35-170:cov=0.379	OG0001360
Phlogophora_meticulosa	Phlogophora_meticulosa_12210	CYP	Pfam:PF00067:102-537:cov=0.781	OG0002971
Phlogophora_meticulosa	Phlogophora_meticulosa_12211	CYP	Pfam:PF00067:84-519:cov=0.807	OG0002971
Phlogophora_meticulosa	Phlogophora_meticulosa_12496	UGT	Pfam:PF00201:31-511:cov=0.913	OG0001029
Phlogophora_meticulosa	Phlogophora_meticulosa_12525	CYP	Pfam:PF00067:86-444:cov=0.770	OG0007408
Phlogophora_meticulosa	Phlogophora_meticulosa_12570	CYP	Pfam:PF00067:31-483:cov=0.921	OG0000861
Phlogophora_meticulosa	Phlogophora_meticulosa_12584	CYP	Pfam:PF00067:31-481:cov=0.917	OG0000861
Phlogophora_meticulosa	Phlogophora_meticulosa_1259	CYP	Pfam:PF00067:32-507:cov=0.930	OG0010689
Phlogophora_meticulosa	Phlogophora_meticulosa_12600	CCE	Pfam:PF00135:40-523:cov=0.891	OG0007105
Phlogophora_meticulosa	Phlogophora_meticulosa_12618	CCE	Pfam:PF00135:512-1012:cov=0.488;Pfam:PF00135:73-490:cov=0.407	OG0000051
Phlogophora_meticulosa	Phlogophora_meticulosa_12636	CYP	Pfam:PF00067:44-458:cov=0.891	OG0000248
Phlogophora_meticulosa	Phlogophora_meticulosa_12641	CYP	Pfam:PF00067:42-477:cov=0.865	OG0000248
Phlogophora_meticulosa	Phlogophora_meticulosa_12829	UGT	Pfam:PF00201:184-459:cov=0.544	OG0000017
Phlogophora_meticulosa	Phlogophora_meticulosa_12977	CYP	Pfam:PF00067:44-527:cov=0.895	OG0008961
Phlogophora_meticulosa	Phlogophora_meticulosa_13102	Thioredoxin	Pfam:PF00085:67-147:cov=0.380	OG0006630
Phlogophora_meticulosa	Phlogophora_meticulosa_13108	CCE	Pfam:PF00135:26-504:cov=0.885	OG0009830
Phlogophora_meticulosa	Phlogophora_meticulosa_13121	SOD_CuZn	Pfam:PF00080:93-225:cov=0.473	OG0004438
Phlogophora_meticulosa	Phlogophora_meticulosa_13325	SOD_CuZn	Pfam:PF00080:38-171:cov=0.770	OG0001345
Phlogophora_meticulosa	Phlogophora_meticulosa_13335	UGT	Pfam:PF00201:224-507:cov=0.541	OG0009915
Phlogophora_meticulosa	Phlogophora_meticulosa_13435	SOD_CuZn	Pfam:PF00080:61-195:cov=0.587	OG0001345
Phlogophora_meticulosa	Phlogophora_meticulosa_13459	SOD_CuZn	Pfam:PF00080:102-235:cov=0.561	OG0006913
Phlogophora_meticulosa	Phlogophora_meticulosa_13763	CYP	Pfam:PF00067:33-499:cov=0.910	OG0000057
Phlogophora_meticulosa	Phlogophora_meticulosa_13873	CYP	Pfam:PF00067:148-511:cov=0.668	OG0009014
Phlogophora_meticulosa	Phlogophora_meticulosa_14014	ABC_TMD	Pfam:PF00664:128-402:cov=0.393	OG0005243
Phlogophora_meticulosa	Phlogophora_meticulosa_14028	CCE	Pfam:PF00135:20-530:cov=0.699	OG0001136
Phlogophora_meticulosa	Phlogophora_meticulosa_14035	CCE	Pfam:PF00135:4-517:cov=0.975	OG0005406
Phlogophora_meticulosa	Phlogophora_meticulosa_14151	ABC_NBD	Pfam:PF00005:68-221:cov=0.515	OG0009930
Phlogophora_meticulosa	Phlogophora_meticulosa_14253	CYP	Pfam:PF00067:28-471:cov=0.910	OG0000013
Phlogophora_meticulosa	Phlogophora_meticulosa_14254	CYP	Pfam:PF00067:28-460:cov=0.908	OG0000013
Phlogophora_meticulosa	Phlogophora_meticulosa_14290	CYP	Pfam:PF00067:27-364:cov=0.873	OG0000013
Phlogophora_meticulosa	Phlogophora_meticulosa_14309	CYP	Pfam:PF00067:33-486:cov=0.919	OG0000013
Phlogophora_meticulosa	Phlogophora_meticulosa_14310	CYP	Pfam:PF00067:33-383:cov=0.765	OG0000013
Phlogophora_meticulosa	Phlogophora_meticulosa_14367	CYP	Pfam:PF00067:30-485:cov=0.925	OG0000013
Phlogophora_meticulosa	Phlogophora_meticulosa_14368	CYP	Pfam:PF00067:40-492:cov=0.906	OG0000013
Phlogophora_meticulosa	Phlogophora_meticulosa_14382	CYP	Pfam:PF00067:36-485:cov=0.909	OG0008310
Phlogophora_meticulosa	Phlogophora_meticulosa_14400	CYP	Pfam:PF00067:197-389:cov=0.475;Pfam:PF00067:30-193:cov=0.404	OG0000013
Phlogophora_meticulosa	Phlogophora_meticulosa_14401	CYP	Pfam:PF00067:165-363:cov=0.524	OG0000013
Phlogophora_meticulosa	Phlogophora_meticulosa_14402	CYP	Pfam:PF00067:36-465:cov=0.892	OG0000013
Phlogophora_meticulosa	Phlogophora_meticulosa_14607	CYP	Pfam:PF00067:79-469:cov=0.790	OG0000676
Phlogophora_meticulosa	Phlogophora_meticulosa_14644	CCE	Pfam:PF00135:21-517:cov=0.929	OG0011220
Phlogophora_meticulosa	Phlogophora_meticulosa_14671	CCE	Pfam:PF00135:133-734:cov=0.578	OG0005242
Phlogophora_meticulosa	Phlogophora_meticulosa_14672	CYP	Pfam:PF00067:44-487:cov=0.904	OG0002065
Phlogophora_meticulosa	Phlogophora_meticulosa_14684	CCE	Pfam:PF00135:118-640:cov=0.755	OG0006796
Phlogophora_meticulosa	Phlogophora_meticulosa_14686	CCE	Pfam:PF00135:2-437:cov=0.586	OG0006796
Phlogophora_meticulosa	Phlogophora_meticulosa_14689	CCE	Pfam:PF00135:81-684:cov=0.602	OG0008698
Phlogophora_meticulosa	Phlogophora_meticulosa_14700	CCE	Pfam:PF00135:37-626:cov=0.653	OG0003355
Phlogophora_meticulosa	Phlogophora_meticulosa_14710	CCE	Pfam:PF00135:56-596:cov=0.368	OG0004627
Phlogophora_meticulosa	Phlogophora_meticulosa_14719	Peroxiredoxin	Pfam:PF00578:7-137:cov=0.672	OG0002487
Phlogophora_meticulosa	Phlogophora_meticulosa_14735	CYP	Pfam:PF00067:46-486:cov=0.900	OG0002065
Phlogophora_meticulosa	Phlogophora_meticulosa_14742	CYP	Pfam:PF00067:34-497:cov=0.919	OG0000103
Phlogophora_meticulosa	Phlogophora_meticulosa_14743	CYP	Pfam:PF00067:118-446:cov=0.725	OG0000103
Phlogophora_meticulosa	Phlogophora_meticulosa_14753	CYP	Pfam:PF00067:30-489:cov=0.935	OG0001139
Phlogophora_meticulosa	Phlogophora_meticulosa_14756	CYP	Pfam:PF00067:33-471:cov=0.878	OG0000103
Phlogophora_meticulosa	Phlogophora_meticulosa_14777	CYP	Pfam:PF00067:61-525:cov=0.826	OG0007818
Phlogophora_meticulosa	Phlogophora_meticulosa_14788	CYP	Pfam:PF00067:52-455:cov=0.778	OG0000058
Phlogophora_meticulosa	Phlogophora_meticulosa_14834	CYP	Pfam:PF00067:33-456:cov=0.833	OG0000058
Phlogophora_meticulosa	Phlogophora_meticulosa_14839	CYP	Pfam:PF00067:36-459:cov=0.850	OG0000058
Phlogophora_meticulosa	Phlogophora_meticulosa_14900	CYP	Pfam:PF00067:33-504:cov=0.913	OG0000058
Phlogophora_meticulosa	Phlogophora_meticulosa_14903	CYP	Pfam:PF00067:31-490:cov=0.933	OG0001139
Phlogophora_meticulosa	Phlogophora_meticulosa_14909	CYP	Pfam:PF00067:32-498:cov=0.903	OG0000058
Phlogophora_meticulosa	Phlogophora_meticulosa_14928	CCE	Pfam:PF00135:12-239:cov=0.702	OG0003568
Phlogophora_meticulosa	Phlogophora_meticulosa_14929	CCE	Pfam:PF00135:22-510:cov=0.820	OG0003568
Phlogophora_meticulosa	Phlogophora_meticulosa_15089	CCE	Pfam:PF00135:21-508:cov=0.799	OG0003568
Phlogophora_meticulosa	Phlogophora_meticulosa_15090	CCE	Pfam:PF00135:21-485:cov=0.791	OG0003568
Phlogophora_meticulosa	Phlogophora_meticulosa_15150	CCE	Pfam:PF00135:6-166:cov=0.805	OG0000129
Phlogophora_meticulosa	Phlogophora_meticulosa_15151	CCE	Pfam:PF00135:3-184:cov=0.405;Pfam:PF00135:211-437:cov=0.506	OG0000129
Phlogophora_meticulosa	Phlogophora_meticulosa_15153	CCE	Pfam:PF00135:22-549:cov=0.941	OG0000129
Phlogophora_meticulosa	Phlogophora_meticulosa_15158	Keap1_BTB	Pfam:PF00651:22-115:cov=0.734	OG0002298
Phlogophora_meticulosa	Phlogophora_meticulosa_15192	Keap1_BTB	Pfam:PF00651:48-156:cov=0.359	OG0003755
Phlogophora_meticulosa	Phlogophora_meticulosa_15343	CCE	Pfam:PF00135:26-496:cov=0.950	OG0009697
Phlogophora_meticulosa	Phlogophora_meticulosa_15344	CCE	Pfam:PF00135:26-482:cov=0.948	OG0009697
Phlogophora_meticulosa	Phlogophora_meticulosa_15448	CCE	Pfam:PF00135:16-553:cov=0.934	OG0002076
Phlogophora_meticulosa	Phlogophora_meticulosa_15450	CCE	Pfam:PF00135:24-560:cov=0.432;Pfam:PF00135:574-1109:cov=0.431	OG0002076
Phlogophora_meticulosa	Phlogophora_meticulosa_15477	EH	Pfam:PF00561:86-343:cov=0.650	OG0000387
Phlogophora_meticulosa	Phlogophora_meticulosa_15478	EH	Pfam:PF00561:90-347:cov=0.643	OG0000387
Phlogophora_meticulosa	Phlogophora_meticulosa_15479	EH	Pfam:PF00561:89-346:cov=0.645	OG0000387
Phlogophora_meticulosa	Phlogophora_meticulosa_15480	EH	Pfam:PF00561:67-324:cov=0.683	OG0000387
Phlogophora_meticulosa	Phlogophora_meticulosa_15517	Nuclear_receptor_LBD	Pfam:PF00104:206-391:cov=0.390	OG0001039
Phlogophora_meticulosa	Phlogophora_meticulosa_15519	Nuclear_receptor_LBD	Pfam:PF00104:180-365:cov=0.412	OG0001039
Phlogophora_meticulosa	Phlogophora_meticulosa_15721	CCE	Pfam:PF00135:22-509:cov=0.907	OG0007552
Phlogophora_meticulosa	Phlogophora_meticulosa_15750	CCE	Pfam:PF00135:25-511:cov=0.935	OG0007552
Phlogophora_meticulosa	Phlogophora_meticulosa_15832	Catalase	Pfam:PF00199:57-438:cov=0.710	OG0000338
Phlogophora_meticulosa	Phlogophora_meticulosa_15833	CCE	Pfam:PF00135:24-536:cov=0.918	OG0010058
Phlogophora_meticulosa	Phlogophora_meticulosa_15912	EH	Pfam:PF00561:50-158:cov=0.389	OG0002219
Phlogophora_meticulosa	Phlogophora_meticulosa_15917	EH	Pfam:PF00561:51-155:cov=0.374	OG0002219
Phlogophora_meticulosa	Phlogophora_meticulosa_16183	SOD_CuZn	Pfam:PF00080:16-150:cov=0.871	OG0002102
Phlogophora_meticulosa	Phlogophora_meticulosa_16184	SOD_CuZn	Pfam:PF00080:14-148:cov=0.882	OG0002102
Phlogophora_meticulosa	Phlogophora_meticulosa_16282	CCE	Pfam:PF00135:19-495:cov=0.850	OG0004715
Phlogophora_meticulosa	Phlogophora_meticulosa_16434	GST_N	Pfam:PF02798:1-75:cov=0.350	OG0004952
Phlogophora_meticulosa	Phlogophora_meticulosa_16513	EH	Pfam:PF00561:100-385:cov=0.678	OG0009308
Phlogophora_meticulosa	Phlogophora_meticulosa_16954	CYP	Pfam:PF00067:37-488:cov=0.908	OG0003610
Phlogophora_meticulosa	Phlogophora_meticulosa_17059	SULT	Pfam:PF00685:115-377:cov=0.651	OG0001231
Phlogophora_meticulosa	Phlogophora_meticulosa_17060	SULT	Pfam:PF00685:112-384:cov=0.666	OG0001231
Phlogophora_meticulosa	Phlogophora_meticulosa_17071	CYP	Pfam:PF00067:4-446:cov=0.982	OG0003610
Phlogophora_meticulosa	Phlogophora_meticulosa_17427	EH	Pfam:PF00561:15-149:cov=0.459	OG0000097
Phlogophora_meticulosa	Phlogophora_meticulosa_17450	EH	Pfam:PF00561:45-171:cov=0.392	OG0000097
Phlogophora_meticulosa	Phlogophora_meticulosa_17487	EH	Pfam:PF00561:28-279:cov=0.737	OG0000097
Phlogophora_meticulosa	Phlogophora_meticulosa_17488	EH	Pfam:PF00561:29-265:cov=0.823	OG0000097
Phlogophora_meticulosa	Phlogophora_meticulosa_17530	UGT	Pfam:PF00201:49-505:cov=0.893	OG0000238
Phlogophora_meticulosa	Phlogophora_meticulosa_17552	UGT	Pfam:PF00201:99-509:cov=0.787	OG0000238
Phlogophora_meticulosa	Phlogophora_meticulosa_1756	CCE	Pfam:PF00135:20-539:cov=0.889	OG0000129
Phlogophora_meticulosa	Phlogophora_meticulosa_1757	CCE	Pfam:PF00135:3-522:cov=0.968	OG0000129
Phlogophora_meticulosa	Phlogophora_meticulosa_17572	EH	Pfam:PF00561:28-164:cov=0.445	OG0000097
Phlogophora_meticulosa	Phlogophora_meticulosa_17625	CYP	Pfam:PF00067:34-448:cov=0.926	OG0000145
Phlogophora_meticulosa	Phlogophora_meticulosa_17636	CYP	Pfam:PF00067:34-477:cov=0.881	OG0000145
Phlogophora_meticulosa	Phlogophora_meticulosa_1764	CCE	Pfam:PF00135:3-527:cov=0.967	OG0000129
Phlogophora_meticulosa	Phlogophora_meticulosa_17650	CYP	Pfam:PF00067:34-432:cov=0.844	OG0000145
Phlogophora_meticulosa	Phlogophora_meticulosa_1791	CCE	Pfam:PF00135:3-524:cov=0.976	OG0000244
Phlogophora_meticulosa	Phlogophora_meticulosa_18277	CCE	Pfam:PF00135:24-521:cov=0.874	OG0010173
Phlogophora_meticulosa	Phlogophora_meticulosa_18278	CCE	Pfam:PF00135:2-431:cov=0.956	OG0010173
Phlogophora_meticulosa	Phlogophora_meticulosa_18289	CCE	Pfam:PF00135:31-541:cov=0.903	OG0000020
Phlogophora_meticulosa	Phlogophora_meticulosa_18335	CCE	Pfam:PF00135:19-526:cov=0.894	OG0000020
Phlogophora_meticulosa	Phlogophora_meticulosa_18338	CCE	Pfam:PF00135:23-532:cov=0.892	OG0000020
Phlogophora_meticulosa	Phlogophora_meticulosa_18344	CCE	Pfam:PF00135:35-542:cov=0.898	OG0000020
Phlogophora_meticulosa	Phlogophora_meticulosa_18359	CCE	Pfam:PF00135:23-531:cov=0.924	OG0000020
Phlogophora_meticulosa	Phlogophora_meticulosa_18371	CCE	Pfam:PF00135:3-127:cov=0.822	OG0000020
